Age,MonthlyIncome,OverTime,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,StockOptionLevel,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobInvolvement,PercentSalaryHike
1.0901940236181409,2.026752327274747,-0.6377292251365789,-0.8999145224423435,-0.6479968271994002,-0.6587097500594324,0.33762109125915835,2.61310031407703,-0.6657058719069946,-0.36802435883251516,-0.6164064977950603,2.2614821417371727,1.3307629261300484,1.7952820850459525,-0.33712854383170676
-1.634827596376192,-0.8644084008911711,-0.6377292251365789,-0.8999145224423435,1.1535262668585071,0.2602020720875338,0.33762109125915835,0.2474298218872014,-0.8300707901019612,-0.05688370751185537,-0.8970468545147626,-1.0726746626292767,-1.0837043422612147,0.37356374698936007,-0.33712854383170676
0.9811931588183676,2.3477057786207,-0.6377292251365789,-0.7776101796257255,0.25276471982955345,-1.5776215722063986,0.33762109125915835,0.2474298218872014,0.8135783918477043,0.5653975951294642,1.3480759992428557,1.4920613407295304,0.12352929193441692,0.37356374698936007,-0.8809737668030194
-1.307825001976872,-0.9562015179204555,-0.6377292251365789,0.44543324854045496,0.25276471982955345,-0.6587097500594324,0.33762109125915835,-0.9354054242077128,-0.008246199127128446,-0.679165010153175,0.5061549290837488,-0.5597274619575152,-0.6812931308626707,0.37356374698936007,-1.1528963782886759
0.6541905644190477,-0.18595622912437518,1.568063624159353,-0.04378412272601721,0.25276471982955345,1.1791138942345,0.33762109125915835,0.2474298218872014,0.1561187190678381,0.5653975951294642,0.7867952858034511,-0.1750170614536942,0.12352929193441692,0.37356374698936007,-0.6090511553173631
-0.9808224075775521,-0.6621195879530991,1.568063624159353,-0.8999145224423435,1.1535262668585071,-1.5776215722063986,-1.0555101484628426,-0.9354054242077128,-0.6657058719069946,-0.05688370751185537,-0.6164064977950603,-0.816201062293396,0.9283517147315046,-2.469872929123825,-0.6090511553173631
1.5261974828172342,-0.8214139666854172,-0.6377292251365789,-1.0222188652589617,1.1535262668585071,0.2602020720875338,-1.0555101484628426,-0.9354054242077128,-0.9944357082969277,-0.679165010153175,-1.177687211234465,-1.3291482629651574,-0.6812931308626707,0.37356374698936007,-1.1528963782886759
0.6541905644190477,0.9192157021345277,-0.6377292251365789,2.1576940479731075,-1.5487583742283537,0.2602020720875338,0.33762109125915835,0.2474298218872014,0.1561187190678381,-0.679165010153175,-0.8970468545147626,0.8508773398898287,2.135585348927136,0.37356374698936007,-1.1528963782886759
0.32718797001972766,-0.40952728699429525,-0.6377292251365789,0.567737591357073,-1.5487583742283537,1.1791138942345,0.33762109125915835,0.2474298218872014,-0.33697603551706157,-0.36802435883251516,-0.6164064977950603,-0.816201062293396,-0.6812931308626707,0.37356374698936007,-0.06520593234605039
-1.0898232723773253,-0.16660873373178595,1.568063624159353,0.07852022009060083,1.1535262668585071,1.1791138942345,0.33762109125915835,-0.9354054242077128,-0.172611117322095,0.5653975951294642,-0.05512578435565574,-0.6879642621254556,-0.6812931308626707,-1.0481545910672325,-1.1528963782886759
